name,product_list
北京皓喆基金管理有限公司,皓喆智汇一期契约型私募股权投资基金
北京千合弘鼎投资中心（有限合伙）,上海未易投资管理中心(有限合伙)
深圳市前海盛景资产管理有限公司,盛景量化多策略收益私募证券投资基金|盛景成长私募证券投资基金|盛景量化对冲收益私募证券投资基金|盛景价值私募证券投资基金|盛景稳进私募证券投资基金|盛景锐进私募证券投资基金|盛景CTA私募证券投资基金
华安东方（北京）投资基金管理有限公司,天津华安祺德企业管理咨询合伙企业(有限合伙)|天津华安祺恒企业管理咨询合伙企业(有限合伙)
国新思创投资基金管理（北京）有限公司,宁波梅山保税港区泰瑞思创股权投资合伙企业(有限合伙)|宁波梅山保税港区泰鼎德弘股权投资合伙企业(有限合伙)|宁波梅山保税港区达信益尔股权投资合伙企业(有限合伙)|宁波梅山保税港区佳润瑞隆股权投资合伙企业(有限合伙)|宁波梅山保税港区瑞安国益股权投资合伙企业(有限合伙)|宁波梅山保税港区盛润隆源股权投资合伙企业(有限合伙)|宁波梅山保税港区广瑞弘祥股权投资合伙企业(有限合伙)
上海图贝投资有限公司,优裕二号私募基金|优裕三号私募基金|优裕一号私募基金|优裕五号私募基金
杭州金昇阳资产管理有限公司,福致一号私募证券基金|向阳一号私募证券投资基金|金昇阳聚金一号私募证券投资基金|金昇阳得我一号私募证券投资基金|向阳二号私募证券投资基金|金昇阳福致二号私募证券投资基金
深圳前海乐佳股权投资基金有限公司,深圳市乐佳信股权投资合伙企业(有限合伙)
衡水高康投资管理有限公司,衡水高胜康睿创业投资基金管理中心(有限合伙)|衡水蓝火熙业股权投资基金中心(有限合伙)
深圳菁英时代股权投资管理有限公司,宁国中鼎菁英股权投资合伙企业(有限合伙)|菁英时代久盈3号私募投资基金|深圳久益一号股权投资基金合伙企业(有限合伙)
深圳升盈基金管理有限公司,深圳升盈创盈投资中心合伙企业(有限合伙)
北京仓廪投资管理有限公司,北京苍梧投资中心(有限合伙)
深圳前海金驰基金管理有限公司,金驰阿比萃持赢二期私募投资基金|前海金驰-私募学院菁英336号私募基金
杭州凤普资产管理有限公司,凤普多策略1号私募投资基金|凤普1号私募投资基金
深圳市中金前海睿麟基金管理中心（有限合伙）,深圳市中金前海腾邦壹号基金中心(有限合伙)
中铁光大股权投资基金管理（上海）有限公司,中铁诺德地产投资私募基金1-A号|中铁光大曲江大道私募股权基础设施投资基金|杭州中铁光大舜伍投资合伙企业(有限合伙)|政企中铁榕欣一号私募投资基金|杭州舜柒投资合伙企业(有限合伙)|杭州中铁光大舜叁投资合伙企业(有限合伙)|中铁盈壹投资(杭州)合伙企业(有限合伙)|中铁诺德地产投资私募基金1-B号
深圳菩润资产管理有限公司,中宏金航一号私募证券投资基金
上海捷煦股权投资管理有限公司,吉林捷煦汇通股权投资基金合伙企业(有限合伙)
环球汇富投资管理（北京）有限公司,环球1号启航私募投资基金
鹰潭帛仁资产管理有限公司,鹰潭龙虎山帛仁小镇建设投资有限合伙企业|帛仁上市公司并购重组1号私募基金|帛仁新三板定增一号私募基金|淄博帛仁弘盛股权投资合伙企业(有限合伙)
安徽海富投资管理有限公司,海富价值精选2号私募基金|海富多策略2号私募基金|海富灵活多策略1号私募证券投资基金|海富价值精选1号私募基金|海富多策略1号私募基金|海富价值增长私募基金|海富灵活进取私募证券投资基金
北京华兴泰投资有限责任公司,盛鼎一号私募基金
青岛中科清晨资本管理有限公司,青岛中科清晨股权投资基金合伙企业(有限合伙)
深圳盈衍信诚股权投资管理合伙企业（有限合伙）,盈衍混合策略1号私募基金|招金-盈衍套利策略1号私募基金
北京首创资本投资管理有限公司,古交市经创改善城市人居环境投资基金(有限合伙)|山西首创阳光置业中心(有限合伙)|清徐县经建市政道路建设工程项目基金(有限合伙)|汾阳市改善城市人居环境投资基金 (有限合伙)|洪洞县河西新区主干道道路工程项目基金(有限合伙)|洪洞县改善城市人居环境投资基金(有限合伙)|清徐县经建改善城市人居环境投资基金(有限合伙)|山西省改善城市人居环境投资引导基金(有限合伙)|清徐县经建创建国家森林城市建设工程项目基金(有限合伙)|平遥县四条公路改建工程项目基金(有限合伙)|平遥县经建改善城市人居环境投资基金(有限合伙)|阳泉市改善城市人居环境投资基金(有限合伙)|吕梁市离石区改善城市人居环境投资基金 (有限合伙)|山西综改示范区基础设施股权投资基金(有限合伙)|古交市东部新城公用基础设施投资基金(有限合伙)|长治市高盈股权投资合伙企业(有限合伙)
深圳前海久霖资产管理有限公司,前海久霖元泽六号平衡私募证券投资基金|久霖一号私募基金|前海久霖元泽九号进化私募证券投资基金|前海久霖元泽一号私募投资基金
宁波博远智盛股权投资管理有限公司,宁波博远新轩股权投资合伙企业(有限合伙)
北京水木资产管理有限公司,南通照澜股权投资中心(有限合伙)|南通润熙股权投资中心(有限合伙)|水木天使母基金|南通懋德股权投资中心(有限合伙)|霍尔果斯创业引导基金合伙企业(有限合伙)|霍尔果斯创业投资基金合伙企业(有限合伙)
深圳市华益盛世投资管理有限公司,华益盛世私募证券投资基金|华盈新富二期私募投资基金|深圳市华益成路投资合伙企业(有限合伙)
四川弘远新兴产业股权投资基金管理有限公司,四川新兴产业创业投资引导基金合伙企业(有限合伙)
北京中投金瑞投资有限公司,中投金瑞纯债投资私募基金1期|中投金瑞24月纯债私募基金
大连港建基金管理有限公司,大连大港股权投资基金(有限合伙)
北京古柏投资管理有限公司,横琴中珠富盈投资管理企业(有限合伙)|新余臻益投资合伙企业(有限合伙)
北京九德嘉信资本管理有限公司,北京九德十一号投资基金管理中心(有限合伙)|九德资本私募投资基金9号|宁波首善嘉信股权投资合伙企业(有限合伙)
君奇资本管理（深圳）有限公司,君奇新三板启航一号私募投资基金
广东空港城股权投资管理有限公司,航空小镇产业私募投资基金
中腾富世昇泰（北京）投资基金管理有限公司,中恒天一带一路1号恒大应收账款私募投资基金|中恒天众盈5号私募投资基金|中恒天众盈1号私募投资基金|中腾富世华康1号私募投资基金|中恒天众盈2号私募投资基金|中恒天众盈3号私募投资基金|中恒天众盈4号私募投资基金
浙江箴言投资管理有限公司,平阳箴言睦清投资管理合伙企业(有限合伙)|平阳箴言裕丰投资管理合伙企业(有限合伙)|平阳箴言德同投资管理合伙企业(有限合伙)|平阳箴言一创投资管理合伙企业(有限合伙)|平阳箴言凯鹏光谷一号投资合伙企业(有限合伙)|平阳箴言欣兴投资管理合伙企业(有限合伙)|平阳箴言瑞伏投资管理合伙企业(有限合伙)|平阳箴言雅涵投资管理合伙企业(有限合伙)|平阳箴言领航投资管理合伙企业(有限合伙)|平阳箴言赛夫投资管理合伙企业(有限合伙)|平阳箴言高欣智能投资管理合伙企业(有限合伙)|杭州箴言亦度投资合伙企业(有限合伙)|温州箴言长三角投资管理合伙企业(有限合伙)|平阳箴言星泽投资管理合伙企业(有限合伙)|平阳箴言医疗投资管理合伙企业(有限合伙)|平阳箴言正茂投资管理合伙企业(有限合伙)
杭州中昱投资管理有限公司,中昱稳盈一号私募投资基金|中昱联盈二号私募基金|中昱恒盈九号私募证券投资基金
天理（上海）资产管理有限公司,天理知行叁号私募股权投资基金|天理知行壹号改革转型股权并购私募基金|天理知行贰号并购成长私募基金
宁波星邻星投资管理有限公司,南京星纳赫创业投资合伙企业(有限合伙)|常州五星钛信绿色股权投资基金合伙企业(有限合伙)
珠海海瑞特投资基金有限公司,海瑞特利阳私募证券投资基金|海瑞特1号私募证券投资基金
深圳东方旭资产管理有限公司,东方旭量化远航一号CTA管理型私募证券投资基金
深圳前海新隆源投资基金管理有限公司,新隆源晨曦私募证券投资基金|鑫隆1号私募投资基金
天津凯尼克资产管理有限公司,广州蛮有趣资产管理中心(有限合伙)
安志（杭州）资产管理有限公司,安志匹克辛亚6号私募证券投资基金|安志策略10号私募证券投资基金|安志翼虎7号私募证券投资基金
厦门市三叶梅投资管理有限公司,厦门十鼎投资合伙企业(有限合伙)|厦门三叶梅华福股权投资合伙企业(有限合伙)
湖南格行资产管理有限公司,格行红橡稳盈一期私募基金|思盈量化3号结构化私募基金|湖南格行专享1号私募证券投资基金|格行红橡丰盈一号私募基金|湖南格行红橡金麟定制1号私募证券投资基金|格行红橡金麟指数增强FOF1号私募证券投资基金|红橡新财富分析师指数私募基金|格行鸿意红橡量化一期私募基金|都格派1号私募基金|红橡金麟稳盈FOF1号私募基金|泰海一号私募基金|格行卓越红橡稳盈一期私募基金|格行红橡金麟阿尔法FOF1号私募证券投资基金|格行红橡丰盈四号私募基金|格行卓越红橡丰盈一期私募基金|格行红橡FOF二期私募基金|红橡金麟丰盈FOF1号私募基金|红橡金麟芳华FOF私募基金|湖南格行专享2号私募证券投资基金|红橡1号私募基金|格行红橡丰盈二号私募基金|淘金一期私募基金|格行红橡金麟量化CTA1号私募证券投资基金|瑞亿铭一期私募基金|红橡2号私募基金|格行红橡稳盈二期私募基金|创富1号私募基金
北京唯猎资本管理咨询有限公司,上海唯猎投资中心(有限合伙)|宁波唯猎创富投资合伙企业(有限合伙)|宁波唯猎投资管理合伙企业(有限合伙)
北京朴华永屹资产管理有限公司,朴华永屹资产1号私募证券投资基金
凯磐（上海）资产管理有限公司,上海灏德股权投资基金合伙企业(有限合伙)
同系未来（泰兴）资本管理有限公司,嘉兴同系泓明投资合伙企业(有限合伙)
烟台鼎亿创业投资管理有限公司,烟台营时投资中心(有限合伙)|烟台营创投资中心(有限合伙)
北京中能创投资基金管理合伙企业（有限合伙）,宁波梅山保税港区瀚琦投资管理合伙企业 (有限合伙)
广州仰星投资管理有限公司,烽火三号私募证券投资基金|仰星晓锋一号私募证券投资基金|烽火一号私募证券投资基金|仰星1号私募基金|仰星2号私募证券投资基金|仰星稳健三号私募证券投资基金
深圳市财富聚投资管理有限公司,财富聚二号私募证券投资基金|财富聚四号私募证券投资基金|财富聚一号证券投资基金|财富聚三号私募证券投资基金
北京采思投资有限公司,北京九合锐达创业投资合伙企业(有限合伙)|北京九合云涌投资中心(有限合伙)
珠海梧桐高创投资管理有限公司,深圳前海千意众合投资基金一期企业(有限合伙)|珠海梧桐高创投资基金企业(有限合伙)|深圳千意共盈一期投资合伙企业(有限合伙)
深圳市启赋新材创业投资管理有限公司,深圳市鑫兴投资管理合伙企业(有限合伙)|新余烨晶投资管理合伙企业(有限合伙)|新余启赋四号投资管理合伙企业(有限合伙)|福州启赋新材创业投资合伙企业(有限合伙)
新疆高新招银基金有限公司,新疆高新招银城市建设契约型私募基金
无锡首控联信投资管理中心（有限合伙）,无锡国联首控股权投资基金中心(有限合伙)
国赢基金管理（深圳） 有限公司,圣曦1号私募投资基金
深圳市联道资产管理有限公司,深圳市联道捌号投资合伙企业(有限合伙)|深圳市联道柒号投资合伙企业(有限合伙)|深圳市联道鼎盛投资合伙企业(有限合伙)|深圳市杭汉绿色生态合伙企业(有限合伙)|深圳市联道陆号投资合伙企业(有限合伙)|深圳市联道玖号投资合伙企业(有限合伙)|深圳市联道天冀投资合伙企业(有限合伙)|深圳市君之恒股权投资合伙企业(有限合伙)|深圳市致合陆号股权投资合伙企业(有限合伙)|深圳市联道开元投资合伙企业(有限合伙)|联道安鑫一号契约型私募投资基金|深圳市联道成长投资合伙企业(有限合伙)|深圳市联道一号资产管理合伙企业(有限合伙)|深圳市联道拾号投资合伙企业(有限合伙)
金建（深圳）投资管理中心（有限合伙）,金建货币型FOF私募基金|金建锐享私募证券投资基金|金建债券型FOF私募基金|金建国内权益型FOF私募基金|金建衡享私募证券投资基金|金建大类资产配置1号私募证券投资基金|金建稳享私募证券投资基金|金建海外权益型FOF私募基金|金建主题投资私募证券投资基金|金建稳健配置1号私募证券投资基金|金建聚福睿1号私募证券投资基金|金建行业精选1号私募证券投资基金|金建另类资产型FOF私募基金
深圳前海汇泽投资管理有限公司,汇泽睿智8号私募基金|高搜易汇泽腾峰壹号私募基金|汇泽滚雪球1号私募投资基金
东久至仁（上海）股权投资基金管理有限公司,宁波至馥投资管理合伙企业(有限合伙)|东久至逸(上海)股权投资基金合伙企业(有限合伙)|至谨(上海)股权投资合伙企业(有限合伙)|东久至彦(上海)股权投资基金合伙企业(有限合伙)|东久至琇(嘉兴)股权投资基金合伙企业(有限合伙)
深圳市沛然资产管理有限公司,沛然莫御二号私募证券投资基金|沛然莫御私募证券投资基金
深圳前海粤大资产管理有限公司,粤大财富一号私募投资基金
北京京荆资产管理中心（普通合伙）,京荆资产-私募学院菁英309号基金
北京星河之光投资管理有限公司,星河之光先锋1号私募投资基金|杭州天马星河投资合伙企业(有限合伙)
青岛财益聚投资管理有限公司,财益聚六号私募证券投资基金|财益聚二号私募证券投资基金|财益聚FOF稳健一号私募基金|财益聚七号私募证券投资基金|财益聚一号私募证券投资基金|财益聚八号私募证券投资基金
文华广润（厦门）资产管理有限公司,华俊1号私募投资基金|广润聚宝盆1号私募投资基金|广润聚宝盆3号私募投资基金|广润金贝塔1号私募投资基金
盘山财富基金管理（北京）有限公司,盘山财富二号票据资产私募基金|盘山财富一号票据投资私募基金
厦门佳道投资管理有限公司,厦门市思明区昭丰股权投资合伙企业(有限合伙)
宁波长江源投资管理合伙企业（有限合伙）,苏州长江源股权投资中心(有限合伙)|宁波长江源聚合股权投资合伙企业(有限合伙)
北京安龙投资顾问中心（有限合伙）,西藏龙脉得股权投资中心(有限合伙)|北京龙脉得创业投资基金(有限合伙)
深圳前海夸克资产管理有限公司,夸克一号私募证券投资基金|夸克1877私募投资基金|起航私募投资基金
上海裴鑫股权投资基金管理有限公司,裴鑫上海实业马利画材股权私募投资基金
珠海宝瑞汇金基金管理有限公司,珠海宝瑞汇金成长投资企业(有限合伙)
杭州复石投资管理有限公司,复石港股精选私募证券投资基金|复石宏观对冲私募基金
宁波梅山保税港区丰盛六合投资管理有限公司,宁波梅山保税港区丰盛六合新能源投资合伙企业(有限合伙)
深圳前海禹舟基金管理有限公司,厦门灏天翔泽投资合伙企业(有限合伙)|厦门灏天禹航股权投资合伙企业(有限合伙)|厦门汇富星港投资合伙企业(有限合伙)
杭州塞帕思投资管理有限公司,塞帕思哥白尼六号私募投资基金|塞帕思拉斐尔二号指数增强私募基金|塞帕思玄策智能一号私募投资基金|塞帕思图灵一号中性对冲私募投资基金|塞帕思图灵五号中性对冲私募证券投资基金|塞帕思惠比寿一号私募证券投资基金|塞帕思拉斐尔一号指数增强私募基金|塞帕思哥白尼一号私募投资基金|塞帕思哥伦布一号指数增强私募证券投资基金|塞帕思笛卡尔二号中性对冲私募基金|塞帕思拉马克一号中性对冲私募证券投资基金|塞帕思法拉第一号私募投资基金|塞帕思巴斯德一号中性对冲私募证券投资基金|塞帕思伯努利一号指数增强私募证券投资基金|塞帕思达芬奇一号中性对冲私募基金|中邮永安塞帕思黎曼三号中性对冲私募基金|塞帕思博孚利指数增强一号私募证券投资基金|塞帕思隆顺二号指数增强私募证券投资基金|塞帕思隆顺五号指数增强私募证券投资基金|塞帕思香农一号私募投资基金|塞帕思黎曼二号中性对冲私募证券投资基金|塞帕思哥白尼三号私募投资基金|塞帕思隆顺七号指数增强私募证券投资基金|塞帕思肖邦量化对冲一号私募投资基金|塞帕思致远指数增强私募投资基金|塞帕思黎曼一号中性对冲私募基金|塞帕思伽利略一号中性对冲私募投资基金|塞帕思哥白尼五号私募投资基金|塞帕思哥白尼七号私募投资基金|塞帕思拉斐尔三号私募证券投资基金|塞帕思特斯拉指数增强私募证券投资基金|塞帕思隆顺三号指数增强私募证券投资基金|塞帕思香农二号私募投资基金|塞帕思君煜中性对冲一号私募证券投资基金|塞帕思毕加索一号中性对冲私募证券投资基金|塞帕思隆顺六号指数增强私募证券投资基金|塞帕思达芬奇三号私募证券投资基金|塞帕思康德一号中性对冲私募证券投资基金|塞帕思图灵三号中性对冲私募投资基金|塞帕思柯西一号私募证券投资基金|塞帕思高斯一号私募证券投资基金|塞帕思达芬奇二号私募证券投资基金|塞帕思笛卡尔三号中性对冲私募基金|塞帕思春晓中性对冲一号私募证券投资基金|塞帕思隆顺一号指数增强私募基金|塞帕思价值投资一号私募投资基金|塞帕思波塞冬二号私募投资基金|塞帕思莫扎特一号中性对冲私募证券投资基金|塞帕思李斯特一号中性对冲私募证券投资基金|塞帕思波塞冬一号私募投资基金|塞帕思致远二期指数增强私募证券投资基金|塞帕思达芬奇六号私募证券投资基金|塞帕思巴赫一号指数增强私募证券投资基金|塞帕思哥白尼二号私募投资基金|塞帕思哥白尼九号中性对冲私募证券投资基金
深圳天辅汇鑫资本管理有限公司,天辅汇鑫策略一号基金
深圳市前海加利宝投资管理有限公司,加利宝1期私募证券投资基金|加利宝2期私募证券投资基金|加利宝三期私募证券投资基金
荣澔投资管理（衢州）有限公司,荣澔三号私募证券投资基金|荣澔一号私募证券投资基金|荣澔二号私募基金|荣澔七号私募证券投资基金
上海止卓投资管理合伙企业（有限合伙）,金卓共赢(宁夏)股权投资基金合伙企业(有限合伙)|阿姨天下(宁夏)股权投资基金合伙企业 (有限合伙)
北京天宝华茂投资有限公司,天宝六号私募证券投资基金|天宝华茂私募证券投资基金
同梦汇（深圳）资本管理有限公司,同梦汇金新能源私募股权投资基金|深圳市同梦汇新材料合伙企业(有限合伙)
杭州乐辰投资管理有限公司,杭州乐宜股权投资合伙企业(有限合伙)|杭州乐瑞股权投资合伙企业(有限合伙)|杭州乐知股权投资合伙企业(有限合伙)|杭州赛贝股权投资合伙企业(有限合伙)|杭州赛琦融云股权投资基金合伙企业(有限合伙)|杭州赛正股权投资合伙企业(有限合伙)
上海中平国瑀资产管理有限公司,上海中平国瑀并购股权投资基金合伙企业(有限合伙)|上海中平国璟并购股权投资基金合伙企业(有限合伙)|徐州中平协鑫产业升级股权投资基金(有限合伙)|嘉兴仲平国珺股权投资基金合伙企业(有限合伙)|宁波梅山保税港区仲平金仕达投资管理合伙企业(有限合伙)
山东宜众资产管理有限公司,逸享五期济南新三板企业创新投资基金|逸享七期新材料私募股权投资基金
上海雄抱投资管理有限公司,雄抱先锋1号基金
上海棋剑资产管理有限公司,棋剑量化对冲6号私募投资基金|棋剑季胜量化3号私募投资基金|棋剑量化对冲27号私募投资基金|棋剑稳健型私募证券投资基金|棋剑量化进取1号私募证券投资基金|棋剑财富翔宇1号私募投资基金|棋剑量化对冲16号私募投资基金|棋剑量化对冲28号私募证券投资基金|棋剑量化对冲18号私募投资基金|棋剑稳健型二号私募证券投资基金|棋剑CTA3号私募投资基金|棋剑量化对冲15号私募证券投资基金|棋剑量化对冲2号私募投资基金|棋剑多策略量化私募投资基金|棋剑量化对冲1号私募投资基金|棋剑量化对冲9号私募证券投资基金|棋剑辉耀量化CTA私募投资基金|棋剑季胜量化2号私募证券投资基金|棋剑城星量化1号私募投资基金|棋剑CTA进取量化私募投资基金|威海-棋剑-季胜孵化1号私募证券投资基金|棋剑量化对冲8号私募证券投资基金|棋剑量化进取2号私募证券投资基金|棋剑QD海外私募投资基金
深圳市道合科技投资管理有限公司,宁波市泛智股权投资合伙企业(有限合伙)|共青城道合创业投资合伙企业(有限合伙)|宁波市智道股权投资合伙企业(有限合伙)|道合科技(芜湖)股权投资企业(有限合伙)
吉林省东吉股权投资基金管理有限公司,吉林省东吉开元私募股权投资基金
西藏云尚股权投资基金管理有限公司,云南交兴交通产业基金合伙企业(有限合伙)|云南交尚交通产业基金合伙企业(有限合伙)
广东华大创投投资管理有限公司,广州华大创投一号投资企业(有限合伙)|广州华大创投三号投资企业(有限合伙)|广州华创五号投资合伙企业(有限合伙)|广东盈美壹号股权投资合伙企业(有限合伙)|广州华创六号投资合伙企业(有限合伙)
北京真挚资本管理有限公司,真挚海岸线1号私募基金
北京金博丰秋基金管理有限公司,杭州金博研叁昊投资管理合伙企业(有限合伙)|杭州金博研壹昊投资管理合伙企业(有限合伙)|杭州金博巍业投资管理合伙企业(有限合伙)
新余中诚互通投资管理有限公司,新余创梦投资中心(有限合伙)|横琴新余创梦投资中心(有限合伙)
明悦（杭州）资产管理有限公司,明悦和赢私募证券投资基金|明悦荷马一号私募投资基金
上海溢联投资管理有限公司,苏州溢略名盛投资中心(有限合伙)|杭州溢明投资管理合伙企业(有限合伙)|景宁溢为私募股权投资合伙企业(有限合伙)|苏州光证溢红股权投资合伙企业(有限合伙)|苏州光证溢万股权投资合伙企业(有限合伙)|景宁溢兴私募股权投资合伙企业(有限合伙)|苏州光证溢灵股权投资合伙企业(有限合伙)|杭州溢联投资管理合伙企业(有限合伙)|景宁溢和私募股权投资合伙企业(有限合伙)
宁波梅山保税港区沣源红树湾股权投资基金管理有限公司,宁波沣源启程投资合伙企业(有限合伙)|宁波梅山保税港区沣泽红树投资管理合伙企业(有限合伙)|宁波梅山保税港区沣源启航投资合伙企业(有限合伙)|深圳前海麦嘉投资合伙企业(有限合伙)
北京创智启富投资管理有限公司,创智启富1号私募基金
北京川沃股权投资基金管理有限公司,苏州京沃明盛投资合伙企业(有限合伙)
前海恒汇丰（深圳）资产管理有限公司,唯德稳健成长私募证券投资基金|唯德锦福私募证券投资基金
上海汇宜投资有限公司,汇宜趋势1号私募投资基金
上海盛实投资管理有限公司,嘉兴实庭投资合伙企业(有限合伙)|嘉兴宸宝投资合伙企业(有限合伙)
杭州拾木投资管理有限公司,杭州拾木-股权FOF母基金1号私募投资基金|拾木梧桐股权3号私募投资基金|拾木梧桐股权4号私募投资基金
阜时资产管理（上海）有限公司,阜时泉报私募投资基金|阜时点石私募证券投资基金
北京浩源资本管理有限公司,常州京澜泰泽投资中心(有限合伙)
北京鸿信国投资产管理有限公司,鸿信国投鸿丽3号私募证券投资基金|鸿信国投鸿丽8号私募证券投资基金
深圳前海领秀基金管理有限公司,联金瑞莱-稳盈2号基金|领秀基金•弘利一号私募投资基金|联金瑞莱-稳盈1号基金
杭州玖华资产管理有限公司,太仓宏正鼎达股权投资中心(有限合伙)|德清久盈投资合伙企业(有限合伙)
深圳前海浏河基金管理有限公司,浏河一号私募证券投资基金
启迪海中信金控资本管理（北京）有限公司,上海湘秋投资合伙企业(有限合伙)|宁波湘秋股权投资合伙企业(有限合伙)
武汉祯烨投资管理有限公司,华商众联一期私募证券投资基金
上海橡杉资产管理有限公司,橡杉白桦稳健尊享私募证券投资基金|橡杉牧星一号私募投资基金|橡杉CTA一号私募基金|橡杉全天候一号私募基金|橡杉量化对冲一号私募基金
青岛国信创新股权投资管理有限公司,上海国君创投隆彰投资管理中心(有限合伙)|国信(青岛胶州)股权投资基金合伙企业(有限合伙)|青岛星投股权投资基金中心(有限合伙)|青岛市海洋新动能产业投资基金(有限合伙)
北京源星图创业投资有限公司,北京通裕恒丰投资管理中心(有限合伙)|北京君和恒泰投资管理中心(有限合伙)|北京幻源动力投资管理中心(有限合伙)|杭州国核源星图股权投资合伙企业(有限合伙)
厦门如川投资管理有限公司,如川(厦门)投资合伙企业(有限合伙)
玉溪市国新投资基金管理有限公司,玉溪运通股权投资基金合伙企业(有限合伙)|玉溪国合农林产业基金合伙企业(有限合伙)
厦门市凤凰花季基金管理有限公司,厦门市凤凰花季创业投资基金合伙企业(有限合伙)|厦门市汇富花开股权投资基金合伙企业(有限合伙)
浙江冬拓投资管理有限公司,冬拓成长一期私募证券投资基金|冬拓三号私募证券投资基金|冬拓成长四期私募证券投资基金|冬拓成长二期私募证券投资基金
深圳安第斯资产管理有限公司,铸峰一号私募基金|戊戌安第斯量化一号私募基金
北京泰合天创投资有限公司,泰合天创1号私募基金
河南正和资产管理有限公司,上和优选成长一期证券投资私募基金|正和程乾投资1号私募证券投资基金
深圳前海稳泰资产管理有限公司,稳泰一号私募投资基金|南粤嘉禾贰号(深圳)投资合伙企业(有限合伙)
中盛股权投资基金管理(杭州)有限公司,嘉兴舜鸿投资合伙企业(有限合伙)|杭州中盛闽发股权投资合伙企业(有限合伙)
光焱股权投资基金管理（上海）有限公司,光焱财付通1号契约型私募基金|光焱财付通2号契约型私募基金
南京宽石投资管理有限公司,南京苏宁宽石文化产业合伙企业(有限合伙)|南京宽石投资管理有限公司艺融宽石私募基金
深圳前海吉星全创投资有限公司,吉星全创1号私募投资基金
宁波梅山保税港区九铭资产管理有限公司,九铭恒泰私募证券投资基金|九铭恒荣私募证券投资基金|九铭恒丰永进私募证券投资基金
中儒资产管理（杭州）有限公司,中儒友好私募证券投资基金|中儒叁号私募证券投资基金|中儒壹号私募证券投资基金|中儒君富贰号私募证券投资基金|中儒稳赢贰号私募证券投资基金|中儒贰号私募证券投资基金
深圳前海实远股权投资有限公司,深圳前海新荣投资合伙企业(有限合伙)
上海通登资产管理有限公司,翌通一号私募基金
深圳中晖基金管理有限公司,中晖创富一号私募股权投资基金
北京富国联盛资产管理有限责任公司,富国荣泰私募投资专项基金|富国天方汇金5号私募投资基金|富国天和尊享2号私募投资基金|富国天方1号私募投资基金|富国天和尊享1号私募投资基金|富国天方汇金3号私募投资基金|富国天方汇金私募投资基金|富国天和私募投资基金|富国天方5号私募投资基金|富国天方3号私募投资基金|富国荣鑫私募投资基金|富国天方2号私募投资基金|富国瑞景三号私募投资基金|共青城君富投资管理合伙企业(有限合伙)|富国天方私募投资基金|富国天方汇金2号私募投资基金|杭州厚优弘投资管理合伙企业(有限合伙)|富国天方汇金1号私募投资基金
韦恩基金管理有限公司,宁夏韦恩股权投资基金(有限合伙)
深圳前海珂玺资本管理有限公司,深圳珂玺春暖天使投资中心(有限合伙)
北京龙杰基金管理有限公司,西安海纳锦云股权投资合伙企业(有限合伙)
峰尚达资本投资管理（深圳）有限公司,君融一号私募股权投资基金|峰尚达君睿一号私募股权投资基金|峰尚达融泽三号私募投资基金|君泽启航私募股权投资基金一期|峰尚达君睿二号私募股权投资基金|峰尚达君享一号私募股权投资基金|峰尚达君和二号私募股权投资基金|峰尚达君盛一号私募投资基金|峰尚达君风一号私募投资基金|峰尚达融泽二号私募投资基金|峰尚达君和一号私募股权投资基金|峰尚达融泽一号私募投资基金
深圳前海蓝黛投资有限公司,蓝创一号(深圳)投资中心(有限合伙)
宁波澳垠投资管理有限公司,芜湖民享永康投资管理中心(有限合伙)
珠海横琴睿盟希一期股权投资管理企业（有限合伙）,宁波梅山保税港区希格斯股权投资基金合伙企业(有限合伙)
深圳市前海企融资产管理有限公司,企融期盈一号私募投资基金|企融期盈2期私募证券投资基金
嘉兴德睦弘投资管理有限公司,嘉兴德灏弘投资合伙企业(有限合伙)|嘉兴德昶弘投资合伙企业(有限合伙)
湖北省长江经济带产业基金管理有限公司,湖北省长江经济带产业引导基金合伙企业(有限合伙)
上海昆鼎投资有限公司,昆鼎全天候2号私募基金|昆鼎CTA1号私募基金|昆鼎本于桑土1号私募证券投资基金|昆鼎飞扬稳健1号私募证券投资基金|昆鼎多空1号私募基金|昆鼎全天候1号私募基金|昆鼎进取型管理期货1号私募证券投资基金
前海新策略投资管理（深圳）有限公司,新策略水木量化1号私募投资基金|新策略冰然之心私募证券投资基金
北京多银投资管理有限公司,银川多银创新股权投资合伙企业(有限合伙)
北京钦一投资管理有限公司,钦一冠盈私募股权投资基金
上海熙定资产管理有限公司,宿迁祖禾股权投资基金合伙企业(有限合伙)|嘉兴红禾哲略投资合伙企业(有限合伙)
时代福佳（天津）股权投资基金管理有限公司,时代6号私募创投基金
吉林省枫树创业投资有限公司,枫树创投医养1号契约型私募股权投资基金
杭州巨禄投资管理有限公司,巨禄汇金1号私募投资基金|巨禄汇金3号私募投资基金|巨禄汇金5号私募投资基金|巨禄天成私募证券投资基金
上海虹诗投资管理有限公司,虹诗乾锦私募证券投资基金
诸暨市天域投资管理有限公司,天域金星1号私募证券投资基金
江苏苏鹏投资基金管理有限公司,苏鹏1号私募基金|宁水灰犀牛私募证券投资基金
四川本鑫投资有限公司,本鑫冠盈高科私募股权投资基金
安徽中财金控投资基金管理有限公司,安徽中财金控新媒体产业基金(有限合伙)
