name,product_list
北京万银华富资产管理有限公司,华富汇聚价值成长1号私募投资基金|华富富源分享1号分级私募投资基金|华富睿诚多策略对冲私募投资基金
深圳兆珺资产管理有限公司,兆珺新生态1号私募证券投资基金
深圳衍生资本管理有限公司,衍生13-2号私募证券投资基金|衍生15-2号私募证券投资基金|衍生8号股指组合投资基金|衍生资本柏运来股指量化投资基金第一期|衍生10号股指组合投资基金|衍生15号私募证券投资基金|衍生16号私募证券投资基金|衍生11号证券股权投资基金|衍生16-2号私募证券投资基金|衍生10号股指组合投资基金第二期
深圳东金首创投资管理有限公司,东金沙鹰2号私募基金|东金泰安一期基金
上海皖金矿业投资管理有限公司,安徽皖金天创矿业股权投资合伙企业(有限合伙)|安徽皖金天丰矿业股权投资合伙企业(有限合伙)
深圳市恒富汇通投资管理有限公司,深圳市恒富汇通肆号股权投资企业(有限合伙)|深圳市恒富汇通叁号股权投资企业(有限合伙)|深圳市恒富汇通陆号股权投资企业 (有限合伙 )|深圳市恒富汇通捌号股权投资企业(有限合伙)|恒富罗湖清水河城市更新私募基金三期|深圳恒富价值壹号投资企业(有限合伙)|深圳恒富盈肆号投资企业(有限合伙)|恒富罗湖清水河城市更新私募基金一期|恒富深圳罗湖和信大厦私募投资基金二期|恒富中箱私募股权投资基金三期|恒富罗湖清水河城市更新私募基金二期|深圳恒富盈捌号投资企业(有限合伙)|深圳恒富添翼肆号投资企业(有限合伙)|深圳恒富添翼捌号投资企业(有限合伙)|恒富基业深圳城市更新二号私募基金|恒富中箱私募股权投资基金|恒富基业深圳城市更新三号私募基金|恒富问鼎鹏城并购私募投资基金|恒富中振并购私募投资基金|恒富基业深圳观澜城市新里程私募投资基金三期|恒富新三板上市公司私募投资基金|深圳恒富智选陆号投资企业(有限合伙)|恒富深圳罗湖和信大厦投资基金|恒富成长2号证券投资基金|深圳恒富盈伍号投资企业(有限合伙)|恒富中箱私募股权投资基金二期|恒富基业深圳观澜城市新里程私募投资基金|恒富基业深圳宝龙工业城城市更新私募基金|恒富长玖并购私募投资基金|深圳恒富添翼叁号投资企业(有限合伙)|恒富中箱置业私募债权投资基金|恒富基业·深圳观澜城市更新私募投资基金|恒富优质资产并购私募投资基金|恒富基业深圳观澜城市新里程私募投资基金二期|恒富长虹并购私募投资基金|恒富中箱置业私募债权投资基金三期|深圳恒富添翼陆号投资企业(有限合伙)|恒富中箱置业私募债权投资基金二期|恒富长沣并购私募投资基金|恒富罗湖清水河城市更新私募基金四期
山东银吉股权投资管理有限公司,广饶优创叁号发展基金管理中心(有限合伙)|山东银吉创业投资基金(有限合伙)|东营市吉月股权投资基金(有限合伙)|济南银吉文桦股权投资基金合伙企业(有限合伙)|东明明隆股权投资基金(有限合伙)
深圳开源证券投资有限公司,开源投资天成一号股权投资基金|开源城市发展5号资产管理计划
辽宁宝丰资产管理有限公司,宝丰量化弈量一号私募投资基金|宝丰一号私募投资基金|宝盈伟成一号私募投资基金
江苏齐盈投资管理有限公司,齐盈策略3号私募基金|齐盈策略4号私募基金|齐盈灵活一号私募投资基金|齐盈策略1号私募基金|齐盈策略5号私募基金|江苏齐盈金山1号阳光私募基金
圣百投资管理（北京）有限公司,圣百·私募股权投资基金(契约型)私募基金
苏州蔚蓝投资管理有限公司,苏州蓝壹创业投资有限公司|苏州蓝盈创业投资合伙企业(有限合伙)|苏州蓝贰创业投资有限公司|苏州蓝华创业投资合伙企业(有限合伙)|苏州蓝叁创业投资有限公司
大连方信财富投资管理有限公司,大连方信财富月懿缤纷基金|方信睿熙一号私募基金
上海众量资产管理有限公司,众量资产指数增强1期私募基金|众量资产知行通达股票多策略7号证券投资私募基金|众量资产知行通达股票多策略5号证券投资私募基金|众量资产知行通达股票多策略A号证券投资私募基金|众量资产知行通达股票多策略6号私募证券投资基金|众量资产知行通达子基金A号私募基金|众量资产知行通达3号私募基金|众量资产知行通达股票多策略3号私募证券投资基金|泽毅宏观配置|众量量子权益基金|众量资产知行通达股票多策略1号私募基金|众量资产组合私募基金1期|众量资产知行通达股票多策略4号证券投资私募基金|国金华赢-众量量化多策略私募基金|众量资产知行通达2号私募基金|众量多策略私募基金|新纪元中信银行量化策略1期1号私募基金
浙江量道投资管理有限公司,量道多策略15号证券投资私募基金|国金慧睿多策略-量道3号集合资产管理计划|海通期货海鑫MOM2号-量道资产管理计划|钱塘量道多策略10号私募投资基金|国泰君安期货工银量化恒盛精选A类26期资产管理计划|量道多策略子基金3号私募基金|量道股指期货CTA3号私募证券投资基金|东方汇智-光大银行-量道对冲2号资产管理计划|量道对冲6号私募证券投资基金|中信盈时-中航信量道1号资产管理计划|海通-量道多策略1号资产管理计划|银华量化平衡17号资产管理计划|量道阳光专享1期私募证券投资基金|量道CTA4号私募证券投资基金|千石资本-量道对冲2号资产管理计划|千石资本-量道对冲3号资产管理计划|量道多策略母基金1号私募基金|华信万达丰盈量道7号资产管理计划|兴业期货-量道钜阵3期资产管理计划|国金慧睿多策略-量道5号集合资产管理计划|国金慧睿多策略-量道4号集合资产管理计划|量道股指期货CTA2号私募证券投资基金|量道指数增强1期私募投资基金|量道多策略11号私募基金|量道对冲1号|国金慧睿2期量道1号集合资产管理计划|东方汇智-光大银行-量道对冲1号资产管理计划|中大期货-量道福源1号资产管理计划|千石资本-量道对冲资产管理计划|星辰之量道多策略证券投资基金|华量-量道择时对冲7号私募投资基金|量道多策略7号私募投资基金|量道多策略5号证券投资基金|量道多策略9号私募证券投资基金|量道多策略子基金1号私募基金|星辰之量道多策略2号私募证券投资基金|量道多策略子基金2号私募基金|量道股指期货CTA1号私募证券投资基金|量道多策略6号私募投资基金|量道多策略16号私募证券投资基金|量道多策略1号证券投资基金|量道多策略17号私募投资基金|量道对冲3号|量道中证500指数增强私募证券投资基金|量道对冲4号|海通期货兴业量道1期资产管理计划|量道对冲2号|量道多策略21号私募证券投资基金|国金华赢-量道2号私募基金|量道-鼎盛进取1号私募投资基金|量道量化择时多空2号私募证券投资基金|量道多策略12号私募投资基金|华量-量道择时对冲5号私募投资基金|量道多策略4号私募基金|量道多策略二号证券投资基金|狮子座1号私募证券投资基金|量道CTA进取1号私募投资基金|浙江领航股权投资基金合伙企业(有限合伙)|量道1 号-东北证券融耀2 号私募投资基金|量道多策略13号私募投资基金
湖南蠡源晟投资管理有限公司,蠡源晟价值平衡二号私募基金|蠡源晟价值平衡一号私募基金|蠡源晟成长1号|蠡源晟睿昇价值成长一号私募证券投资基金|蠡源晟新兴1号资产管理计划|蠡源晟价值优选一号私募证券投资基金|蠡源晟成长优选一号私募投资基金|杭州博泉股权投资基金合伙企业(有限合伙)|沐恩—雨水时节私募基金
中诚卓锐（湖南）资产管理有限公司,聚德富安1号指数分级基金套利基金|财富中诚冠一证券投资基金|财富中诚旷怡证券投资基金
沈阳阿凡提投资管理有限公司,阿凡提投资戊戌风云5号私募证券投资基金|阿凡提投资戊戌风云6号私募证券投资基金|福纳1号证券投资基金|阿凡提海世桥私募基金
成都朋锦仲阳投资管理中心（有限合伙）,华期梧桐资管理富1号资管计划|聚利8号证券投资单一资金信托|朋锦-赛道新三板投资基金|招商期货-云图集合资产管理计划|招商期货-乐聚集合资产管理计划|朋锦月月金帛私募证券投资基金|朋锦西奈半岛1号私募证券投资基金|朋锦金石沧海私募投资基金|朋锦新锐进取基金|朋锦柏仕-私募学院精英52号基金|朋锦金辉三号私募证券投资基金|朋锦永盛私募投资基金|朋锦永宁私募证券投资基金|朋锦西奈半岛3号私募证券投资基金|朋锦西奈半岛6号私募证券投资基金|华期梧桐资管华商一号资产管理计划|宏毅3号私募证券分级投资基金|朋锦红海4号私募证券投资基金|朋锦银海晚晴私募投资基金|朋锦红海3号私募证券投资基金|朋锦红海2号私募证券投资基金|招商期货-博盈集合资产管理计划|招商期货-宏赡集合资产管理计划|朋锦博云私募投资基金|朋锦西奈半岛2号私募证券投资基金|朋锦伏羲1号私募投资基金|招商期货-通睿集合资产管理计划|朋锦永图私募投资基金|朋锦银海星驰私募证券投资基金|朋锦西奈半岛7号私募证券投资基金|朋锦金石炽阳私募投资基金|光大信托•天地3号单一资金信托|朋锦钧鑫投资基金|宏毅5号私募证券分级投资基金|华期梧桐资管法拉第资产管理计划|朋锦金石灼华私募证券投资基金|朋锦金石长杨私募投资基金|朋锦博通投资基金|大成创新资本-招商银行-朋锦晨曦资产管理计划|朋锦西奈半岛9号私募证券投资基金|朋锦红海1号私募证券投资基金|华期梧桐资管云彩1号资产管理计划|朋锦追光私募证券投资基金|朋锦银海星耀私募证券投资基金|朋锦永乐2号私募投资基金|华期梧桐资管狄拉克资产管理计划|朋锦小松树1号私募投资基金|无著私募投资基金|中辉永乐3号资产管理计划
上海佰睿吉投资管理合伙企业（有限合伙）,国联安佰睿吉3号资产管理计划|国联安佰睿吉6号资产管理计划|德邦基金佰睿吉1号资产管理计划|德邦基金佰睿吉2号资产管理计划|财通基金-佰睿吉新三板分级1号资产管理计划
上海拓牌资产管理有限公司,银河拓牌复利六号
陕西景唐投资管理有限公司,长盛-景唐1号债券型资产管理计划|创金合信基金-招商银行-睿致景唐1号 资产管理计划|景唐盛世1号私募证券投资基金|西部期货-景唐多策略1号资产管理计划|银河资本-景唐1号资产管理计划|景唐稳盈9号私募基金|景唐稳盈2号私募基金|景唐煜琳1号私募证券投资基金|长安景唐1号分级资产管理计划|西部期货-景唐多策略8号资产管理计划|中信建投基金景唐1号分级资产管理计划|景唐稳盈6号私募基金|景曜2号私募证券投资基金|景唐稳健增长1号分级私募基金|景唐盛世3号私募证券投资基金|景唐稳盈5号私募证券投资基金|景唐精选1号私募证券投资基金|景唐稳进1号证券投资资产管理计划|景曜1号证券投资基金|长安信托-景唐多策略投资16号集合资金信托计划|长安景唐2号分级资产管理计划|景唐债券增利三号私募证券投资基金|汇安基金-景唐债券1号资产管理计划|景唐鸿运1号私募基金|景唐多策略12号私募证券投资基金|西部期货-景唐多策略3号资产管理计划|长安景唐3号分级资产管理计划|景唐盛世2号私募证券投资基金|长安信托·景唐多策略投资9号(长安投资530号)集合资金信托计划|长安信托·景唐多策略投资12号单一资金信托计划|景唐智盈优选FOF1号私募基金|创金合信基金-招商银行-睿致景曜1号资产管理计划|西部期货-景唐多策略9号资产管理计划|汇安基金-兴业银行-西部期货-景唐投资灵活配置1号资产管理计划|景唐智盈增利2号私募证券投资基金|景唐稳盈3号私募基金|西部期货-景唐多策略2号资产管理计划|长安信托·景唐多策略投资8号(长安投资499号)集合资金信托计划|景唐智盈增利私募证券投资基金|景唐债券增利10号私募证券投资基金
哈尔滨市众犇鑫投资管理有限责任公司,哈尔滨众犇鑫-龙江红3期私募证券投资基金|哈尔滨众犇鑫-犇牛1期私募证券投资基金|哈尔滨众犇鑫-龙江红1期私募证券投资基金|东航金融-领航基金-犇牛2期|哈尔滨众犇鑫-龙江红2期私募证券投资基金
四川中兴汇金投资有限公司,中兴汇金2期|中兴汇金东铁1期|中兴汇金成长2期证券投资私募基金|中兴汇金-磐山量化1期证券投资私募基金|中兴汇金4期成长型私募证券投资基金|中兴汇金1期|中兴汇金科地5期|中兴汇金华侨基金1期|中兴汇金7期成长型私募证券投资基金|中兴汇金9期锐进型私募证券投资基金|中兴汇金宏观对冲1期私募证券投资基金|中兴汇金景地2期|中兴汇金7期平衡型私募证券投资基金|中兴汇金8期证券投资私募基金|中兴汇金4期稳健型私募证券投资基金|中兴汇金10期锐进型私募证券投资基金|中兴汇金科地3期|中兴汇金成长3期证券投资私募基金|中兴汇金9期稳健型私募证券投资基金|中兴汇金6期证券投资私募基金|中兴汇金3期|中兴汇金复兴牛1号私募证券投资基金|云南信托·中兴汇金1期|中兴汇金4期|中兴汇金7期稳健型私募证券投资基金|中兴汇金华康集合1期|中兴汇金稳健5期证券投资私募基金
天瓴（北京）投资管理有限公司,天瓴—永桢雪球投资稳健增长私募基金|天瓴-幻方星辰12号私募基金|天瓴投资8号FOF私募基金|天瓴-幻方星辰11号私募基金|希格斯瑞泰丰华3号子基金|天瓴投资6号私募基金|天瓴22号大类资产配置私募证券投资基金|天瓴-幻方星辰10号私募基金|天瓴17号大类资产配置私募基金|天瓴20号灵活配置私募基金|天瓴-雨狮一期私募基金|天瓴鑫天优选量化多策略私募证券投资基金|天瓴-幻方星辰9号私募基金|天瓴18号全天候指数增强私募基金I期|深圳天瓴投资管理合伙企业(有限合伙)|天瓴投资7号私募基金|天瓴21号大类资产配置私募证券投资基金
江苏永拓投资管理有限公司,大吉永拓价值投资1号私募证券投资基金
深圳市前海进化论资产管理有限公司,进化论达尔文远志六号私募证券投资基金|达尔文复合策略二号私募基金|达尔文明德一号私募基金|达尔文FOF一号私募基金|达尔文远志一号私募基金|进化论FOF一号证券投资基金|达尔文静安二号结构化私募证券投资基金|进化论达尔文均衡配置三号私募证券投资基金|达尔文厚德二号私募基金|进化论精选三号私募基金|进化论达尔文厚德五号私募证券投资基金|进化论稳进一号证券投资基金|进化论精选一号证券投资基金|达尔文博学一号私募基金|进化论稳进二号证券投资基金|达尔文至善一号私募基金|进化论达尔文复合策略三号私募证券投资基金|进化论悦享一号私募基金|进化论FOF三号私募基金|进化论希瓦菁英荟私募基金|达尔文厚德三号私募基金|进化论复合策略二号证券投资基金|达尔文科技(进取)私募基金|达尔文厚德一号私募基金|进化论达尔文远志七号私募证券投资基金|进化论定臻二号私募证券投资基金|达尔文远志四号私募投资基金|达尔文远志二号私募投资基金|进化论复合策略一号证券投资基金|达尔文CTA二号私募基金|达尔文均衡配置一号私募基金|达尔文上善一号私募基金|进化论FOF二号私募基金|达尔文至诚一号私募基金|达尔文远志三号私募投资基金|进化论精选五号私募证券投资基金|达尔文上善二号私募基金|进化论精选六号私募证券投资基金|进化论静安五号私募证券投资基金|达尔文静安一号结构化私募证券投资基金|进化论金享一号私募证券投资基金|进化论定臻一号私募证券投资基金|进化论达尔文至善三号私募证券投资基金|进化论达尔文远志八号私募证券投资基金|进化论达尔文上善三号私募证券投资基金|达尔文远志五号私募投资基金|进化论达尔文至善二号私募证券投资基金|达尔文CTA三号私募基金|进化论达尔文均衡配置二号私募证券投资基金|达尔文CTA一号私募基金|达尔文复合策略一号私募基金
青岛瑞升投资管理有限公司,富安达-瑞升稳健量化对冲4号资产管理计划|瑞升沪深300指数增强私募证券投资基金|富安达-瑞升稳健量化对冲3号资产管理计划|中州蓝海-瑞升稳健量化对冲基金|中舟伟业-瑞升稳健量化对冲6号基金|富安达-瑞升稳健量化对冲1号资产管理计划|瑞升稳健量化对冲八号私募投资基金|瑞升稳健量化对冲十一号私募证券投资基金|瑞升稳健量化对冲十号私募证券投资基金
北京高易合投资管理有限公司,外贸信托.汇金聚富I期证券投资集合资金信托计划第77单元
固利资产管理（上海）有限公司,固利私募证券投资基金一期|固利贰拾壹点趋势为王证券投资基金|固利资产趋势为王私募基金|新湖固利CTA展翼6期私募投资基金|固利趋势策略CTA三期私募基金|盎泽-固利朝阳1号|固利稳健进取私募基金|固利-泷韬宏观尾部对冲私募证券投资基金|固利资产趋势策略CTA基金|量磁泓晅1号私募基金|固利核心价值1期投资基金|量磁群英1号私募基金|固利多策略价值1号投资基金|固利贰拾壹点FOF联盟1号证券投资基金|固利稳赢一号私募基金|固利资产FOF母基金一期|固利-金利1号证券投资基金|固利资产量化CTA一期基金|固利宏观对冲私募基金|固利资产趋势策略CTA二期基金
南京纯熙投资管理有限公司,长盛纯熙2号混合型资产管理计划|长安纯熙精选1期资产管理计划|纯熙趋势1号基金|纯熙智盈1号基金|纯熙精选1号基金|长安纯熙聚盈1号资产管理计划|纯熙价值1号私募基金|长安纯熙5号资产管理计划
上海保德盈资产管理有限公司,上海保德盈创富投资中心(有限合伙)
北京厚生投资管理中心（有限合伙）,北京新希望产业投资中心(有限合伙)|深圳厚生新兴产业投资中心(有限合伙)|苏州厚齐正德股权投资中心(有限合伙)|苏州厚齐股权投资中心(有限合伙)|上海厚义投资中心(有限合伙)
海风联投资顾问（北京）有限责任公司,北京海风联投资中心(有限合伙)
深圳市鹰格投资有限公司,厦门信托鹰格投资一号证券投资集合资金信托计划
北京融汇通华投资管理有限公司,融汇通华成长一号证券投资基金
北京时中资产管理有限公司,时中1期契约型私募证券投资基金
绍兴九元资产管理有限公司,绍兴丰跃投资合伙企业(有限合伙)|九元资产—九天浦来德对冲基金|九元资产—九天歌赋山私募证券投资基金
黔西南州天瑞华商资产管理有限公司,兴义市天瑞华商资产管理中心(有限合伙)
宁波市浪石投资控股有限公司,浪石聚贤1号私募证券投资基金|浪石扬帆1号基金|浪石金戈铁马3期结构化私募投资基金|浪石聚贤2号私募证券投资基金|浪石成长量化1号私募证券投资基金|浪石量化对冲2号私募证券投资基金|浪石扬帆2号基金
铭睿博通（北京）投资管理股份有限公司,铭睿博通睿享3号股权私募投资基金|铭睿博通睿享1号股权私募投资基金|铭睿博通睿享4号股权私募投资基金|铭睿博通-幸福凯实家庭财富管理私募投资基金|铭睿博通-幸福友道家庭财富管理基金|铭睿博通-幸福安享家庭财富管理基金|铭睿博通-幸福畅享家庭财富管理基金|铭睿博通-幸福永享家庭财富管理基金|博通-睿泽1号新三板投资基金|铭睿博通-幸福弘道家庭财富管理基金|铭睿博通睿享5号股权私募投资基金|铭睿博通-幸福尊享家庭财富管理基金|铭睿博通睿享8号股权私募投资基金|铭睿博通睿享6号股权私募投资基金|铭睿博通睿享7号股权私募投资基金|铭睿博通-幸福康宁家庭财富管理基金|铭睿博通睿泽3号股权私募投资基金
德清瑞智投资合伙企业（有限合伙）,杭州汇迪投资管理合伙企业(有限合伙)|华鑫信托*慧智投资69号结构化集合资金信托计划|华鑫信托·慧智投资78号集合资金信托计划|华鑫信托*慧智投资70号结构化集合资金信托计划|华鑫信托·慧智投资76号集合资金信托计划|华鑫信托*慧智投资57号结构化集合资金信托计划|华鑫信托·慧智投资77号集合资金信托计划|华鑫信托·慧智投资82号单一资金信托计划|华鑫信托·慧智投资75号集合资金信托计划|华鑫信托*华融金融小镇-九智2号集合资金信托计划|华鑫信托*慧智投资56号结构化集合资金信托计划|华鑫信托*慧智投资68号结构化集合资金信托计划|华鑫信托*慧智投资54号结构化集合资金信托计划|华鑫信托*慧智投资58号结构化集合资金信托计划|华鑫信托*慧智投资60号结构化集合资金信托计划|华鑫信托·慧智投资85号单一资金信托计划|华鑫信托*慧智投资61号结构化集合资金信托计划|华鑫信托*华融金融小镇-九智1号集合资金信托计划|华鑫信托·慧智投资84号单一资金信托计划|华鑫信托*慧智投资59号结构化集合资金信托计划|华鑫信托·慧智投资83号单一资金信托计划
北京宜庆投资管理有限责任公司,银河期货宜庆量化1号资产管理计划|宜庆阿尔法远航私募证券投资基金
苏州经纬元合资产管理有限公司,经纬麦策丰登FOF2号私募证券投资基金|经纬元合私募投资基金|经纬麦策丰登FOF1号私募证券投资基金|经纬揽月量化私募投资基金|经纬长盈1号私募证券投资基金|经纬元合安盈 1 号契约型私募基金
天津清瑞股权投资基金合伙企业（有限合伙）,天津清瑞股权投资基金合伙企业(有限合伙)
北京东方永泰投资管理有限公司,长安东方永泰1号|永泰1号私募基金|东方永泰-私募学院菁英355号私募基金|鑫胜财富1号私募证券投资基金
深圳柯林资产管理有限公司,柯林主动进取1号|柯林金手指7号契约型私募投资基金|柯林金手指8号契约型私募投资基金
无锡宏升远望投资管理有限公司,宏升远望3号证券投资基金|宏升远望5号证券投资基金|宏升远望7号证券投资私募基金|宏升远望8号证券投资私募基金|远望4号投资基金|宏升远望6号证券投资基金
北京新象资产管理有限公司,北京隆禧资本管理中心(合伙企业)|北京隆睿资本管理中心(有限合伙)|北京隆禧迈特资本管理中心(有限合伙)
福建致远资产管理有限公司,厦门信托-安盈鑫享2号证券投资集合资金信托计划|致远简蝶二号私募证券投资基金|致远金瓜子一号私募证券投资基金|厦门信托-安盈鑫享3号证券投资集合资金信托计划|国贸资管星火二号资产管理计划|启富一号资产管理计划|厦门信托-安盈鑫享1号证券投资集合资金信托计划|简蝶一号私募投资基金|国贸资管星火一号资产管理计划|致远康富1号私募证券投资基金|辉煌1011号单一资金信托|启力一号基金|致远一号基金|致远成长一号私募证券投资基金|启富致远资产管理计划
上海兴蒙投资有限公司,狼图腾1号证券投资基金|狼图腾2号证券投资基金|SyncHedge程序化1号基金
北京丰图投资有限责任公司,北京丰图展锐投资中心(有限合伙)|北京丰图惠农投资中心(有限合伙)|宁波丰图汇锦投资中心(有限合伙)|宁波丰北汇力投资中心(有限合伙)|宁波丰图汇瑞投资中心(有限合伙)|宁波丰图合鼎投资中心(有限合伙)
中鼎汇鑫（北京）投资基金管理有限公司,中鼎汇鑫1号证券投资基金
山西大正元投资咨询有限公司,深圳市大正元致远股权投资基金合伙企业(有限合伙)|深圳市大正元致勤股权投资基金合伙企业(有限合伙)|大正元绝对价值证券投资基金
杭州君湛投资管理有限公司,渤海信托-中尚蓝达项目贷款集合资金信托计划一期|渤海信托-中尚蓝达贷款项目集合资金信托计划二期|渤海信托-中尚蓝达贷款项目集合资金信托计划
瑞晟昌（北京）资产管理有限公司,瑞晟昌-双轮策略1号
上海大藏资产管理有限公司,大藏宏达私募证券投资基金|大藏青蓝量化基本面指数增强1号私募证券投资基金|大藏二号并购主题证券投资基金|青蓝量化基本面私募投资基金|大藏1号并购主题证券投资基金|上海大藏万安私募投资基金
北京衍恒投资管理有限公司,衍恒南山一号私募证券投资基金|首创期货衍恒10号资产管理计划|衍恒进取1号私募证券投资基金|首创期货衍恒9号资产管理计划|衍恒高唐1号私募证券投资基金|衍恒套利1号私募证券投资基金
广东巨牛投资管理有限公司,巨牛联盈二号私募证券投资基金|巨牛珠江一号私募投资基金|巨牛广金一号私募投资基金|巨牛智选一号证券投资基金|巨牛致远一期私募证券投资基金|巨牛投资厚石量化对冲基金|巨牛宝稳健一号私募投资基金|巨牛-海青里1号私募投资基金|巨牛宜牛一号私募投资基金|巨牛-乔鑫一号私募投资基金|格局巨牛一号私募投资基金|巨牛佳禾一号私募投资基金|巨牛厚石量化对冲三号私募投资基金|巨牛瑰谷量化一号私募投资基金|巨牛保盈一号投资基金|巨牛广金迪素私募证券投资基金|巨牛瑰谷三号私募投资基金
上海好期投资管理有限公司,好期瑞金5号中艺远东私募投资基金|好期瑞银8号私募投资基金|好期东方蓝海2号私募投资基金|好期瑞金36号新蒲基建私募投资基金|好期瑞金22号修文市政私募投资基金|好期东方蓝海3号私募投资基金|天治瑞盈1号资产管理计划|好期瑞金21号独山瑞进私募投资基金|好期瑞金24号独山瑞茂私募投资基金|天治裕廊1号资产管理计划|好期瑞银7号私募投资基金|好期瑞金27号施甸基建私募投资基金|天治裕廊2号资产管理计划|好期瑞金28号保山基建私募投资基金|好期瑞银10号私募投资基金|好期华盈1号私募投资基金|好期瑞金29号河口城投私募投资基金|好期瑞金19号紫云交发私募投资基金|好期瑞金26号盈江市政私募投资基金|好期瑞金15号启东市政一期私募投资基金|好期瑞银9号私募投资基金|好期瑞金6号三都城投私募投资基金|好期瑞金15号启东市政二期私募投资基金|好期瑞银5号私募投资基金|好期瑞金23号丽江市政私募投资基金|好期瑞金37号惠水基建私募投资基金|好期瑞金30号铜仁基建私募投资基金|好期瑞金32号六盘水市政私募投资基金|好期瑞金34号临沧国资私募投资基金|好期瑞金35号凤庆基建私募投资基金|好期瑞金7号独山高新私募投资基金|好期瑞银6号私募投资基金|好期瑞金17号三都基建私募投资基金|好期瑞金33号龙陵基建私募投资基金|好期瑞金8号启东市政私募投资基金|好期东方蓝海4号私募投资基金
上海青周投资管理有限公司,上海朗诗青绿投资企业(有限合伙)|上海远杉投资合伙企业|上海朗诗新绿投资企业(有限合伙)
佳通稳健（天津）股权投资基金合伙企业（有限合伙）,佳通稳健股权投资基金
北京市中康君赫投资发展有限公司,新疆康大国信股权投资有限合伙企业
北京征和惠通基金管理有限公司,合肥昌果投资管理合伙企业(有限合伙)|深圳惠润富海投资中心(有限合伙)|深圳惠润富蔚投资中心(有限合伙)|深圳惠润富阁投资中心(有限合伙)|新疆璟通股权投资合伙企业(有限合伙)|惠通创客导师1号私募投资基金|深圳惠润富智投资中心(有限合伙)|深圳惠润富辉投资中心(有限合伙)|合肥峥如投资管理合伙企业(有限合伙)|惠通创客导师2号私募投资基金|惠通-天堂硅谷新兴产业私募股权基金|合肥航脉投资管理合伙企业(有限合伙)|合肥科迈投资管理合伙企业(有限合伙)|深圳惠润富捷投资中心(有限合伙)|深圳惠润富坤投资中心(有限合伙)|征和惠通千里马系列1号私募投资基金|征和惠通壹尺星光私募股权投资基金|深圳惠润富城投资中心(有限合伙)|深圳惠润富嘉投资中心(有限合伙)|北京惠润富辰投资管理中心(有限合伙)|新疆蓝爵股权投资有限合伙企业|合肥奋辉投资管理合伙企业(有限合伙)|新疆银翼股权投资有限合伙企业|惠通乾坤星宇私募股权投资基金|合肥权嵘投资管理合伙企业(有限合伙)
瑞弛（北京）国际投资基金有限公司,瑞弛安盈一号私募证券投资基金|瑞弛多策略一号私募证券投资基金
昌戎投资管理（上海）有限公司,昌戎1号股权投资私募基金|青岛昌戎投资管理合伙企业(有限合伙)
上海厚毅股权投资管理中心（有限合伙）,上海厚毅圆达投资合伙企业(有限合伙)
深圳保利融投资基金管理有限公司,深圳御阁资产管理合伙企业(有限合伙)
中城建睿（北京）投资基金管理有限公司,中城建睿·PPP产业投资基金契约型私募基金
深圳华镇股权投资基金管理有限公司,鸿阳日升私募证券投资基金|华镇阳光1号投资基金|鸿阳月盈私募证券投资基金
北京嘉华汇金投资管理有限公司,北京嘉华创业投资有限公司|扬州嘉华创业投资有限公司|宁波梅山保税港区华翊股权投资合伙企业(有限合伙)|宁波梅山保税港区华亨奥恒投资合伙企业(有限合伙)|广西钦州中投建华股权投资合伙企业(有限合伙)|宁波梅山保税港区华奥锦通投资合伙企业(有限合伙)|宁波梅山保税港区奥鹏达晟股权投资合伙企业(有限合伙)|宁波梅山保税港区鼎翰股权投资合伙企业(有限合伙)|宁波梅山保税港区华辉锦泽投资合伙企业(有限合伙)|宁波梅山保税港区华臻股权投资合伙企业(有限合伙)|宁波梅山保税港区汇颐股权投资合伙企业(有限合伙)|广西钦州中投嘉华股权投资合伙企业(有限合伙)
乌鲁木齐海达阳明股权投资管理有限公司,宁波海达正德股权投资合伙企业(有限合伙)|青海宁达创业投资有限责任公司|杭州海达明德创业投资合伙企业(有限合伙)
苏州清研资本管理企业（有限合伙）,苏州清研汽车产业创业投资企业(有限合伙)
苏州国润创业投资发展有限公司,苏州国润创业投资发展有限公司
北京紫石鼎鑫投资管理有限公司,北京紫石鼎鑫资本管理中心(有限合伙)|紫石鼎鑫6号私募基金|鼎鑫三号私募证券投资基金|紫石一号私募证券投资基金
新疆国汇基金管理有限公司,国汇1号证券投资基金|国汇2号北疆承兑汇票开放式专项基金
深圳市八阳资产管理有限公司,八阳2号|八阳9号私募证券投资基金|八阳3号私募证券投资基金|八阳8号私募证券投资基金|八阳6号私募证券投资基金
上海利可资产管理有限公司,富安达-利可1号资产管理计划|利可睿智进取二号私募证券投资基金|中欧盛世利可6号资产管理计划|利可进取一号私募投资基金|富安达-利可5号资产管理计划|易方达资产利可1号分级资产管理计划|富安达-利可6号资产管理计划|中欧盛世-利可5号资产管理计划
华物资本投资管理有限公司,华物-固利君裕16号基金|华物-蓝色天际君裕18号|华物飞翎一号私募证券投资基金|华物睿投一号私募证券投资基金|华物-秉鸿股权投资基金|华物承德秋硕一号私募证券投资基金|华物清华一号私募证券投资基金|潭柘会9号|华物长波东方红九号结构化私募基金|华物长波东方红十号私募基金|华物-瑞达君裕12号
河南骏域基金管理有限公司,共青城骏域投资合伙企业(有限合伙)|共青城骏域虫洞投资管理合伙企业(有限合伙)
